Transaction 1: DepositorAgent-5 performed Deposit of $322. Current balance: 322
Transaction 54: DepositorAgent-1 performed Deposit of $527. Current balance: 3492
Transaction 55: DepositorAgent-4 performed Deposit of $157. Current balance: 3649
Transaction 56: DepositorAgent-8 performed Deposit of $247. Current balance: 4184
Transaction 57: WithdrawalAgent-2 performed Withdraw of $39. Current balance: 3610
Transaction 58: WithdrawalAgent-1 performed Withdraw of $48. Current balance: 3562
Transaction 59: WithdrawalAgent-4 performed Withdraw of $46. Current balance: 3516
Transaction 60: WithdrawalAgent-10 performed Withdraw of $64. Current balance: 4120
Transaction 61: WithdrawalAgent-11 performed Withdraw of $62. Current balance: 4058
Transaction 62: DepositorAgent-7 performed Deposit of $590. Current balance: 4648
Transaction 63: WithdrawalAgent-12 performed Withdraw of $65. Current balance: 4583
Transaction 64: WithdrawalAgent-1 performed Withdraw of $34. Current balance: 3482
Transaction 65: WithdrawalAgent-13 performed Withdraw of $19. Current balance: 4564
Transaction 66: WithdrawalAgent-0 performed Withdraw of $52. Current balance: 3430
Transaction 67: DepositorAgent-9 performed Deposit of $551. Current balance: 5115
Transaction 68: DepositorAgent-7 performed Deposit of $551. Current balance: 5666
Transaction 69: WithdrawalAgent-12 performed Withdraw of $77. Current balance: 5589
Transaction 70: WithdrawalAgent-2 performed Withdraw of $23. Current balance: 3407
Transaction 71: DepositorAgent-8 performed Deposit of $316. Current balance: 5905
Transaction 72: WithdrawalAgent-3 performed Withdraw of $88. Current balance: 3319
Transaction 73: DepositorAgent-8 performed Deposit of $505. Current balance: 6410
Transaction 74: DepositorAgent-2 performed Deposit of $120. Current balance: 3439
Transaction 75: WithdrawalAgent-10 performed Withdraw of $28. Current balance: 6382
Transaction 76: WithdrawalAgent-2 performed Withdraw of $33. Current balance: 3406
Transaction 77: WithdrawalAgent-11 performed Withdraw of $70. Current balance: 6312
Transaction 78: DepositorAgent-6 performed Deposit of $76. Current balance: 6388
Transaction 79: WithdrawalAgent-1 performed Withdraw of $88. Current balance: 3318
Transaction 80: WithdrawalAgent-1 performed Withdraw of $60. Current balance: 3258
Transaction 81: WithdrawalAgent-4 performed Withdraw of $18. Current balance: 3240
Transaction 82: WithdrawalAgent-12 performed Withdraw of $82. Current balance: 6306
Transaction 83: DepositorAgent-4 performed Deposit of $558. Current balance: 3798
Transaction 84: WithdrawalAgent-0 performed Withdraw of $30. Current balance: 3768
Transaction 85: DepositorAgent-3 performed Deposit of $183. Current balance: 3951
Transaction 86: DepositorAgent-1 performed Deposit of $14. Current balance: 3965
Transaction 87: DepositorAgent-0 performed Deposit of $482. Current balance: 4447
Transaction 88: WithdrawalAgent-13 performed Withdraw of $61. Current balance: 6245
Transaction 89: WithdrawalAgent-1 performed Withdraw of $57. Current balance: 4390
Transaction 90: DepositorAgent-6 performed Deposit of $397. Current balance: 6642
Transaction 91: WithdrawalAgent-3 performed Withdraw of $33. Current balance: 4357
Transaction 92: DepositorAgent-7 performed Deposit of $60. Current balance: 6702
Transaction 93: DepositorAgent-5 performed Deposit of $148. Current balance: 6850
Transaction 94: WithdrawalAgent-11 performed Withdraw of $26. Current balance: 6824
Transaction 95: WithdrawalAgent-2 performed Withdraw of $43. Current balance: 4314
Transaction 96: DepositorAgent-1 performed Deposit of $250. Current balance: 4564
Transaction 97: DepositorAgent-0 performed Deposit of $14. Current balance: 4578
Transaction 98: WithdrawalAgent-0 performed Withdraw of $33. Current balance: 4545
Transaction 99: WithdrawalAgent-12 performed Withdraw of $52. Current balance: 6772
Transaction 100: WithdrawalAgent-3 performed Withdraw of $76. Current balance: 4469
Transaction 101: WithdrawalAgent-10 performed Withdraw of $29. Current balance: 6743
Transaction 102: WithdrawalAgent-4 performed Withdraw of $55. Current balance: 4414
Transaction 103: WithdrawalAgent-2 performed Withdraw of $7. Current balance: 4407
Transaction 104: WithdrawalAgent-11 performed Withdraw of $81. Current balance: 6662
Transaction 105: WithdrawalAgent-12 performed Withdraw of $53. Current balance: 6609
Transaction 107: WithdrawalAgent-3 performed Withdraw of $3. Current balance: 4404
Transaction 106: WithdrawalAgent-13 performed Withdraw of $12. Current balance: 6597
Transaction 108: DepositorAgent-8 performed Deposit of $288. Current balance: 6885
Transaction 109: DepositorAgent-0 performed Deposit of $240. Current balance: 4644
Transaction 111: WithdrawalAgent-2 performed Withdraw of $71. Current balance: 4573
Transaction 110: WithdrawalAgent-13 performed Withdraw of $21. Current balance: 6864
Transaction 112: WithdrawalAgent-12 performed Withdraw of $79. Current balance: 6785
Transaction 113: WithdrawalAgent-1 performed Withdraw of $21. Current balance: 4552
Transaction 114: WithdrawalAgent-4 performed Withdraw of $18. Current balance: 4534
Transaction 115: DepositorAgent-9 performed Deposit of $420. Current balance: 7205
Transaction 116: DepositorAgent-7 performed Deposit of $133. Current balance: 7338
Transaction 117: DepositorAgent-2 performed Deposit of $302. Current balance: 4836
Transaction 118: WithdrawalAgent-4 performed Withdraw of $28. Current balance: 4808
Transaction 119: WithdrawalAgent-0 performed Withdraw of $11. Current balance: 4797
Transaction 120: DepositorAgent-4 performed Deposit of $320. Current balance: 5117
Transaction 121: WithdrawalAgent-11 performed Withdraw of $60. Current balance: 7278
Transaction 122: WithdrawalAgent-2 performed Withdraw of $80. Current balance: 5037
Transaction 123: WithdrawalAgent-4 performed Withdraw of $91. Current balance: 4946
Transaction 124: WithdrawalAgent-12 performed Withdraw of $68. Current balance: 7210
Transaction 125: WithdrawalAgent-10 performed Withdraw of $63. Current balance: 7147
Transaction 126: WithdrawalAgent-3 performed Withdraw of $16. Current balance: 4930
Transaction 127: WithdrawalAgent-12 performed Withdraw of $31. Current balance: 7116
Transaction 128: DepositorAgent-6 performed Deposit of $568. Current balance: 7684
Transaction 129: WithdrawalAgent-3 performed Withdraw of $95. Current balance: 4835
Transaction 130: WithdrawalAgent-13 performed Withdraw of $81. Current balance: 7603
Transaction 131: WithdrawalAgent-0 performed Withdraw of $35. Current balance: 4800
Transaction 132: WithdrawalAgent-3 performed Withdraw of $2. Current balance: 4798
Transaction 133: WithdrawalAgent-1 performed Withdraw of $47. Current balance: 4751
Transaction 134: WithdrawalAgent-13 performed Withdraw of $87. Current balance: 7516
Transaction 135: DepositorAgent-5 performed Deposit of $581. Current balance: 8097
Transaction 136: DepositorAgent-8 performed Deposit of $89. Current balance: 8186
Transaction 137: DepositorAgent-9 performed Deposit of $143. Current balance: 8329
Transaction 138: WithdrawalAgent-4 performed Withdraw of $5. Current balance: 4746
Transaction 139: DepositorAgent-3 performed Deposit of $1. Current balance: 4747
Transaction 140: WithdrawalAgent-10 performed Withdraw of $93. Current balance: 8236
Transaction 141: WithdrawalAgent-11 performed Withdraw of $84. Current balance: 8152
Transaction 142: WithdrawalAgent-0 performed Withdraw of $39. Current balance: 4708
Transaction 143: DepositorAgent-1 performed Deposit of $504. Current balance: 5212
Transaction 144: DepositorAgent-3 performed Deposit of $529. Current balance: 5741
Transaction 145: WithdrawalAgent-4 performed Withdraw of $95. Current balance: 5646
Transaction 146: WithdrawalAgent-13 performed Withdraw of $47. Current balance: 8105
Transaction 147: WithdrawalAgent-1 performed Withdraw of $58. Current balance: 5588
Transaction 148: DepositorAgent-9 performed Deposit of $428. Current balance: 8533
Transaction 149: WithdrawalAgent-12 performed Withdraw of $99. Current balance: 8434
Transaction 150: WithdrawalAgent-2 performed Withdraw of $29. Current balance: 5559
Transaction 151: DepositorAgent-4 performed Deposit of $493. Current balance: 6052
Transaction 152: DepositorAgent-0 performed Deposit of $357. Current balance: 6409
Transaction 153: DepositorAgent-1 performed Deposit of $230. Current balance: 6639
Transaction 154: WithdrawalAgent-12 performed Withdraw of $75. Current balance: 8359
Transaction 155: DepositorAgent-2 performed Deposit of $255. Current balance: 6894
Transaction 156: DepositorAgent-7 performed Deposit of $117. Current balance: 8476
Transaction 157: WithdrawalAgent-12 performed Withdraw of $9. Current balance: 8467
Transaction 158: WithdrawalAgent-10 performed Withdraw of $51. Current balance: 8416
Transaction 159: WithdrawalAgent-12 performed Withdraw of $18. Current balance: 8398
Transaction 159: WithdrawalAgent-3 performed Withdraw of $67. Current balance: 6827
Transaction 160: DepositorAgent-9 performed Deposit of $276. Current balance: 8674
Transaction 161: WithdrawalAgent-11 performed Withdraw of $46. Current balance: 8628
Transaction 162: DepositorAgent-7 performed Deposit of $282. Current balance: 8910
Transaction 163: WithdrawalAgent-3 performed Withdraw of $3. Current balance: 6824
Transaction 164: WithdrawalAgent-0 performed Withdraw of $91. Current balance: 6733
Transaction 165: WithdrawalAgent-13 performed Withdraw of $55. Current balance: 8855
Transaction 166: WithdrawalAgent-1 performed Withdraw of $34. Current balance: 6699
Transaction 167: WithdrawalAgent-2 performed Withdraw of $45. Current balance: 6654
Transaction 168: WithdrawalAgent-4 performed Withdraw of $51. Current balance: 6603
Transaction 169: WithdrawalAgent-1 performed Withdraw of $28. Current balance: 6575
Transaction 170: WithdrawalAgent-10 performed Withdraw of $21. Current balance: 8834
Transaction 171: WithdrawalAgent-12 performed Withdraw of $53. Current balance: 8781
Transaction 172: DepositorAgent-8 performed Deposit of $399. Current balance: 9180
Transaction 173: DepositorAgent-4 performed Deposit of $239. Current balance: 6814
Transaction 174: WithdrawalAgent-2 performed Withdraw of $20. Current balance: 6794
Transaction 175: DepositorAgent-1 performed Deposit of $406. Current balance: 7200
Transaction 176: WithdrawalAgent-0 performed Withdraw of $82. Current balance: 7118
Transaction 176: DepositorAgent-6 performed Deposit of $34. Current balance: 9214
Transaction 177: WithdrawalAgent-3 performed Withdraw of $51. Current balance: 7067
Transaction 178: DepositorAgent-3 performed Deposit of $143. Current balance: 7210
Transaction 179: DepositorAgent-7 performed Deposit of $9. Current balance: 9223
Transaction 180: WithdrawalAgent-11 performed Withdraw of $78. Current balance: 9145
Transaction 181: DepositorAgent-0 performed Deposit of $395. Current balance: 7605
Transaction 182: DepositorAgent-5 performed Deposit of $4. Current balance: 9149
Transaction 183: WithdrawalAgent-12 performed Withdraw of $25. Current balance: 9124
Transaction 184: DepositorAgent-4 performed Deposit of $365. Current balance: 7970
Transaction 185: DepositorAgent-1 performed Deposit of $498. Current balance: 8468
Transaction 186: WithdrawalAgent-1 performed Withdraw of $60. Current balance: 8408
Transaction 187: WithdrawalAgent-11 performed Withdraw of $33. Current balance: 9091
Transaction 188: WithdrawalAgent-4 performed Withdraw of $46. Current balance: 8362
Transaction 189: WithdrawalAgent-13 performed Withdraw of $99. Current balance: 8992
Transaction 190: DepositorAgent-7 performed Deposit of $558. Current balance: 9550
Transaction 191: WithdrawalAgent-11 performed Withdraw of $58. Current balance: 9492
Transaction 192: WithdrawalAgent-0 performed Withdraw of $70. Current balance: 8292
Transaction 193: DepositorAgent-0 performed Deposit of $113. Current balance: 8405
Transaction 194: WithdrawalAgent-10 performed Withdraw of $72. Current balance: 9420
Transaction 195: DepositorAgent-3 performed Deposit of $145. Current balance: 8550
Transaction 196: DepositorAgent-0 performed Deposit of $199. Current balance: 8749
Transaction 197: DepositorAgent-2 performed Deposit of $119. Current balance: 8868
Transaction 198: DepositorAgent-4 performed Deposit of $341. Current balance: 9209
Transaction 199: DepositorAgent-5 performed Deposit of $488. Current balance: 9908
Transaction 200: DepositorAgent-6 performed Deposit of $214. Current balance: 10122
Transaction 201: WithdrawalAgent-12 performed Withdraw of $86. Current balance: 10036
Transaction 202: WithdrawalAgent-11 performed Withdraw of $64. Current balance: 9972
Transaction 203: WithdrawalAgent-3 performed Withdraw of $66. Current balance: 9143
Transaction 204: DepositorAgent-5 performed Deposit of $600. Current balance: 10572
Transaction 205: WithdrawalAgent-2 performed Withdraw of $6. Current balance: 9137
Transaction 206: DepositorAgent-9 performed Deposit of $173. Current balance: 10745
Transaction 207: WithdrawalAgent-12 performed Withdraw of $15. Current balance: 10730
Transaction 208: WithdrawalAgent-4 performed Withdraw of $36. Current balance: 9101
Transaction 209: WithdrawalAgent-1 performed Withdraw of $47. Current balance: 9054
Transaction 210: DepositorAgent-5 performed Deposit of $544. Current balance: 11274
Transaction 211: WithdrawalAgent-10 performed Withdraw of $44. Current balance: 11230
Transaction 212: DepositorAgent-9 performed Deposit of $437. Current balance: 11667
Transaction 213: WithdrawalAgent-13 performed Withdraw of $26. Current balance: 11641
Transaction 214: WithdrawalAgent-1 performed Withdraw of $86. Current balance: 8968
Transaction 215: DepositorAgent-1 performed Deposit of $560. Current balance: 9528
Transaction 216: DepositorAgent-0 performed Deposit of $186. Current balance: 9714
Transaction 217: WithdrawalAgent-10 performed Withdraw of $1. Current balance: 11640
Transaction 218: WithdrawalAgent-2 performed Withdraw of $69. Current balance: 9645
Transaction 219: WithdrawalAgent-2 performed Withdraw of $78. Current balance: 9567
Transaction 220: DepositorAgent-8 performed Deposit of $181. Current balance: 11821
Transaction 221: DepositorAgent-0 performed Deposit of $415. Current balance: 9982
Transaction 222: WithdrawalAgent-13 performed Withdraw of $88. Current balance: 11733
Transaction 223: DepositorAgent-4 performed Deposit of $22. Current balance: 10004
Transaction 224: WithdrawalAgent-0 performed Withdraw of $57. Current balance: 9947
Transaction 225: WithdrawalAgent-0 performed Withdraw of $56. Current balance: 9891
Transaction 226: WithdrawalAgent-0 performed Withdraw of $55. Current balance: 9836
Transaction 227: WithdrawalAgent-1 performed Withdraw of $81. Current balance: 9755
Transaction 228: DepositorAgent-2 performed Deposit of $350. Current balance: 10105
Transaction 229: WithdrawalAgent-11 performed Withdraw of $20. Current balance: 11713
Transaction 230: DepositorAgent-8 performed Deposit of $484. Current balance: 12197
Transaction 231: DepositorAgent-1 performed Deposit of $182. Current balance: 10287
Transaction 232: WithdrawalAgent-12 performed Withdraw of $16. Current balance: 12181
Transaction 233: DepositorAgent-7 performed Deposit of $97. Current balance: 12278
Transaction 234: WithdrawalAgent-3 performed Withdraw of $90. Current balance: 10197
Transaction 235: WithdrawalAgent-10 performed Withdraw of $52. Current balance: 12226
Transaction 236: WithdrawalAgent-4 performed Withdraw of $84. Current balance: 10113
Transaction 237: WithdrawalAgent-13 performed Withdraw of $8. Current balance: 12218
Transaction 238: WithdrawalAgent-13 performed Withdraw of $34. Current balance: 12184
Transaction 239: DepositorAgent-9 performed Deposit of $581. Current balance: 12765
Transaction 240: DepositorAgent-3 performed Deposit of $196. Current balance: 10309
Transaction 241: WithdrawalAgent-1 performed Withdraw of $9. Current balance: 10300
Transaction 242: DepositorAgent-2 performed Deposit of $62. Current balance: 10362
Transaction 243: DepositorAgent-6 performed Deposit of $545. Current balance: 13310
Transaction 244: WithdrawalAgent-3 performed Withdraw of $6. Current balance: 10356
Transaction 245: DepositorAgent-5 performed Deposit of $578. Current balance: 13888
Transaction 246: WithdrawalAgent-13 performed Withdraw of $35. Current balance: 13853
Transaction 247: DepositorAgent-0 performed Deposit of $440. Current balance: 10796
Transaction 248: WithdrawalAgent-2 performed Withdraw of $10. Current balance: 10786
Transaction 249: WithdrawalAgent-12 performed Withdraw of $78. Current balance: 13775
Transaction 250: WithdrawalAgent-4 performed Withdraw of $6. Current balance: 10780
Transaction 251: DepositorAgent-4 performed Deposit of $100. Current balance: 10880
Transaction 252: DepositorAgent-3 performed Deposit of $404. Current balance: 11284
Transaction 253: WithdrawalAgent-0 performed Withdraw of $2. Current balance: 11282
Transaction 254: WithdrawalAgent-2 performed Withdraw of $50. Current balance: 11232
Transaction 255: WithdrawalAgent-4 performed Withdraw of $43. Current balance: 11189
Transaction 256: WithdrawalAgent-11 performed Withdraw of $39. Current balance: 13736
Transaction 257: WithdrawalAgent-10 performed Withdraw of $85. Current balance: 13651
Transaction 258: WithdrawalAgent-3 performed Withdraw of $91. Current balance: 11098
Transaction 259: WithdrawalAgent-11 performed Withdraw of $16. Current balance: 13635
Transaction 260: WithdrawalAgent-11 performed Withdraw of $53. Current balance: 13582
Transaction 261: WithdrawalAgent-10 performed Withdraw of $83. Current balance: 13499
Transaction 262: WithdrawalAgent-4 performed Withdraw of $23. Current balance: 11075
Transaction 263: WithdrawalAgent-2 performed Withdraw of $31. Current balance: 11044
Transaction 264: DepositorAgent-1 performed Deposit of $177. Current balance: 11221
Transaction 265: DepositorAgent-2 performed Deposit of $453. Current balance: 11674
Transaction 266: WithdrawalAgent-0 performed Withdraw of $21. Current balance: 11653
Transaction 267: WithdrawalAgent-1 performed Withdraw of $55. Current balance: 11598
Transaction 268: WithdrawalAgent-12 performed Withdraw of $19. Current balance: 13480
Transaction 269: DepositorAgent-6 performed Deposit of $222. Current balance: 13702
Transaction 270: WithdrawalAgent-13 performed Withdraw of $2. Current balance: 13700
Transaction 271: DepositorAgent-0 performed Deposit of $314. Current balance: 11912
Transaction 272: WithdrawalAgent-1 performed Withdraw of $11. Current balance: 11901
Transaction 273: DepositorAgent-7 performed Deposit of $351. Current balance: 14051
Transaction 274: DepositorAgent-8 performed Deposit of $222. Current balance: 14273
Transaction 275: WithdrawalAgent-11 performed Withdraw of $11. Current balance: 14262
Transaction 276: WithdrawalAgent-3 performed Withdraw of $23. Current balance: 11878
Transaction 277: WithdrawalAgent-12 performed Withdraw of $18. Current balance: 14244
Transaction 278: DepositorAgent-0 performed Deposit of $58. Current balance: 11936
Transaction 279: WithdrawalAgent-4 performed Withdraw of $67. Current balance: 11869
Transaction 280: DepositorAgent-4 performed Deposit of $402. Current balance: 12271
Transaction 281: WithdrawalAgent-2 performed Withdraw of $14. Current balance: 12257
Transaction 282: DepositorAgent-9 performed Deposit of $87. Current balance: 14331
Transaction 283: DepositorAgent-7 performed Deposit of $125. Current balance: 14456
Transaction 284: WithdrawalAgent-10 performed Withdraw of $10. Current balance: 14446
Transaction 285: WithdrawalAgent-13 performed Withdraw of $76. Current balance: 14370
Transaction 286: DepositorAgent-0 performed Deposit of $202. Current balance: 12459
Transaction 287: DepositorAgent-5 performed Deposit of $59. Current balance: 14429
Transaction 288: WithdrawalAgent-2 performed Withdraw of $93. Current balance: 12366
Transaction 289: WithdrawalAgent-10 performed Withdraw of $34. Current balance: 14395
Transaction 290: WithdrawalAgent-0 performed Withdraw of $20. Current balance: 12346
Transaction 291: WithdrawalAgent-0 performed Withdraw of $16. Current balance: 12330
Transaction 292: WithdrawalAgent-1 performed Withdraw of $35. Current balance: 12295
Transaction 293: WithdrawalAgent-3 performed Withdraw of $36. Current balance: 12259
Transaction 294: DepositorAgent-3 performed Deposit of $505. Current balance: 12764
Transaction 295: WithdrawalAgent-1 performed Withdraw of $48. Current balance: 12716
Transaction 296: WithdrawalAgent-4 performed Withdraw of $94. Current balance: 12622
Transaction 297: DepositorAgent-8 performed Deposit of $559. Current balance: 14954
Transaction 298: WithdrawalAgent-11 performed Withdraw of $5. Current balance: 14949
Transaction 299: DepositorAgent-3 performed Deposit of $552. Current balance: 13174
Transaction 300: WithdrawalAgent-10 performed Withdraw of $37. Current balance: 14912
Transaction 301: WithdrawalAgent-12 performed Withdraw of $74. Current balance: 14838
Transaction 302: WithdrawalAgent-13 performed Withdraw of $29. Current balance: 14809
Transaction 303: DepositorAgent-4 performed Deposit of $567. Current balance: 13741
Transaction 304: DepositorAgent-1 performed Deposit of $459. Current balance: 14200
Transaction 305: DepositorAgent-5 performed Deposit of $250. Current balance: 15059
Transaction 306: DepositorAgent-8 performed Deposit of $180. Current balance: 15239
Transaction 307: DepositorAgent-2 performed Deposit of $421. Current balance: 14621
Transaction 308: WithdrawalAgent-11 performed Withdraw of $4. Current balance: 15235
Transaction 309: WithdrawalAgent-10 performed Withdraw of $70. Current balance: 15165
Transaction 310: WithdrawalAgent-2 performed Withdraw of $14. Current balance: 14607
Transaction 311: WithdrawalAgent-4 performed Withdraw of $49. Current balance: 14558
Transaction 312: DepositorAgent-6 performed Deposit of $48. Current balance: 15213
Transaction 314: WithdrawalAgent-13 performed Withdraw of $84. Current balance: 15129
Transaction 313: WithdrawalAgent-3 performed Withdraw of $47. Current balance: 14511
Transaction 315: WithdrawalAgent-1 performed Withdraw of $34. Current balance: 14477
Transaction 316: WithdrawalAgent-13 performed Withdraw of $57. Current balance: 15072
Transaction 317: DepositorAgent-6 performed Deposit of $559. Current balance: 15631
Transaction 318: WithdrawalAgent-10 performed Withdraw of $19. Current balance: 15612
Transaction 319: WithdrawalAgent-0 performed Withdraw of $51. Current balance: 14426
Transaction 320: DepositorAgent-0 performed Deposit of $155. Current balance: 14581
Transaction 321: WithdrawalAgent-10 performed Withdraw of $93. Current balance: 15519
Transaction 322: DepositorAgent-4 performed Deposit of $156. Current balance: 14737
Transaction 323: WithdrawalAgent-11 performed Withdraw of $92. Current balance: 15427
Transaction 325: DepositorAgent-1 performed Deposit of $336. Current balance: 15073
Transaction 324: WithdrawalAgent-12 performed Withdraw of $72. Current balance: 15355
Transaction 326: WithdrawalAgent-13 performed Withdraw of $32. Current balance: 15323
Transaction 327: DepositorAgent-2 performed Deposit of $507. Current balance: 15580
Transaction 328: DepositorAgent-9 performed Deposit of $120. Current balance: 15443
Transaction 329: DepositorAgent-7 performed Deposit of $236. Current balance: 15679
Transaction 330: WithdrawalAgent-10 performed Withdraw of $55. Current balance: 15624
Transaction 331: DepositorAgent-0 performed Deposit of $50. Current balance: 15630
Transaction 332: WithdrawalAgent-4 performed Withdraw of $87. Current balance: 15543
Transaction 333: WithdrawalAgent-1 performed Withdraw of $72. Current balance: 15471
Transaction 334: WithdrawalAgent-2 performed Withdraw of $83. Current balance: 15388
Transaction 335: WithdrawalAgent-0 performed Withdraw of $38. Current balance: 15350
Transaction 336: WithdrawalAgent-3 performed Withdraw of $21. Current balance: 15329
Transaction 337: DepositorAgent-5 performed Deposit of $26. Current balance: 15650
Transaction 338: DepositorAgent-3 performed Deposit of $20. Current balance: 15349
Transaction 339: DepositorAgent-8 performed Deposit of $61. Current balance: 15711
Transaction 340: WithdrawalAgent-12 performed Withdraw of $22. Current balance: 15689
Transaction 341: WithdrawalAgent-11 performed Withdraw of $4. Current balance: 15685
Transaction 342: WithdrawalAgent-2 performed Withdraw of $82. Current balance: 15267
Transaction 343: WithdrawalAgent-3 performed Withdraw of $25. Current balance: 15242
Transaction 344: WithdrawalAgent-1 performed Withdraw of $53. Current balance: 15189
Transaction 345: WithdrawalAgent-2 performed Withdraw of $24. Current balance: 15165
Transaction 346: WithdrawalAgent-11 performed Withdraw of $50. Current balance: 15635
Transaction 347: WithdrawalAgent-11 performed Withdraw of $62. Current balance: 15573
Transaction 348: WithdrawalAgent-2 performed Withdraw of $20. Current balance: 15145
Transaction 349: WithdrawalAgent-0 performed Withdraw of $7. Current balance: 15138
Transaction 350: WithdrawalAgent-4 performed Withdraw of $93. Current balance: 15045
Transaction 351: WithdrawalAgent-11 performed Withdraw of $46. Current balance: 15527
Transaction 352: WithdrawalAgent-13 performed Withdraw of $44. Current balance: 15483
Transaction 353: WithdrawalAgent-10 performed Withdraw of $13. Current balance: 15470
Transaction 354: WithdrawalAgent-3 performed Withdraw of $33. Current balance: 15012
Transaction 355: DepositorAgent-0 performed Deposit of $317. Current balance: 15329
Transaction 356: WithdrawalAgent-2 performed Withdraw of $88. Current balance: 15241
Transaction 357: WithdrawalAgent-10 performed Withdraw of $89. Current balance: 15381
Transaction 358: DepositorAgent-6 performed Deposit of $363. Current balance: 15744
Transaction 360: DepositorAgent-7 performed Deposit of $550. Current balance: 16294
Transaction 359: DepositorAgent-1 performed Deposit of $198. Current balance: 15439
Transaction 361: DepositorAgent-4 performed Deposit of $538. Current balance: 15977
Transaction 362: WithdrawalAgent-1 performed Withdraw of $34. Current balance: 15943
Transaction 363: WithdrawalAgent-12 performed Withdraw of $10. Current balance: 16284
Transaction 364: DepositorAgent-2 performed Deposit of $148. Current balance: 16091
Transaction 365: DepositorAgent-4 performed Deposit of $590. Current balance: 16681
Transaction 366: DepositorAgent-3 performed Deposit of $552. Current balance: 17233
Transaction 367: DepositorAgent-9 performed Deposit of $446. Current balance: 16730
